x0000,y0000
855.,-0.019375
856.,-0.019375
857.,-0.0190625
858.,-0.0190625
859.,-0.019375
860.,-0.02
861.,-0.019375
862.,-0.02
863.,-0.019375
864.,-0.0184375
865.,-0.02
866.,-0.019375
867.,-0.019375
868.,-0.019375
869.,-0.0190625
870.,-0.0203125
871.,-0.01875
872.,-0.019375
873.,-0.0196875
874.,-0.02
875.,-0.02
876.,-0.0196875
877.,-0.0190625
878.,-0.02
879.,-0.019375
880.,-0.020625
881.,-0.02
882.,-0.0190625
883.,-0.0184375
884.,-0.0190625
885.,-0.019375
886.,-0.01875
887.,-0.019375
888.,-0.0184375
889.,-0.019375
890.,-0.019375
891.,-0.02
892.,-0.019375
893.,-0.0190625
894.,-0.019375
895.,-0.02
896.,-0.0196875
897.,-0.0203125
898.,-0.01875
899.,-0.02
900.,-0.0190625
901.,-0.02
902.,-0.02
903.,-0.019375
904.,-0.019375
905.,-0.0190625
906.,-0.0190625
907.,-0.0190625
908.,-0.019375
909.,-0.019375
910.,-0.02
911.,-0.02
912.,-0.0190625
913.,-0.019375
914.,-0.0196875
915.,-0.02
916.,-0.0196875
917.,-0.0196875
918.,-0.01875
919.,-0.0190625
920.,-0.02
921.,-0.02
922.,-0.01875
923.,-0.019375
924.,-0.019375
925.,-0.0196875
926.,-0.0184375
927.,-0.019375
928.,-0.019375
929.,-0.02
930.,-0.02
931.,-0.019375
932.,-0.019375
933.,-0.0196875
934.,-0.019375
935.,-0.0190625
936.,-0.019375
937.,-0.0190625
938.,-0.0196875
939.,-0.0196875
940.,-0.0196875
941.,-0.019375
942.,-0.02
943.,-0.0190625
944.,-0.019375
945.,-0.019375
946.,-0.0196875
947.,-0.019375
948.,-0.018125
949.,-0.02
950.,-0.019375
951.,-0.01875
952.,-0.0196875
953.,-0.0190625
954.,-0.02
955.,-0.0184375
956.,-0.019375
957.,-0.0190625
958.,-0.0190625
959.,-0.02
960.,-0.019375
961.,-0.0190625
962.,-0.02
963.,-0.0196875
964.,-0.0196875
965.,-0.019375
966.,-0.0196875
967.,-0.0196875
968.,-0.019375
969.,-0.019375
970.,-0.0190625
971.,-0.0190625
972.,-0.02
973.,-0.0196875
974.,-0.0203125
975.,-0.0196875
976.,-0.0190625
977.,-0.019375
978.,-0.0190625
979.,-0.0184375
980.,-0.019375
981.,-0.019375
982.,-0.0196875
983.,-0.0196875
984.,-0.0190625
985.,-0.019375
986.,-0.0190625
987.,-0.02
988.,-0.02
989.,-0.0196875
990.,-0.0190625
991.,-0.019375
992.,-0.0196875
993.,-0.0184375
994.,-0.02
995.,-0.019375
996.,-0.020625
997.,-0.019375
998.,-0.0196875
999.,-0.0190625
1000.,-0.0190625
1001.,-0.0203125
1002.,-0.0190625
1003.,-0.019375
1004.,-0.0196875
1005.,-0.0190625
1006.,-0.02
1007.,-0.0196875
1008.,-0.019375
1009.,-0.019375
1010.,-0.0196875
1011.,-0.0190625
1012.,-0.0196875
1013.,-0.0196875
1014.,-0.0196875
1015.,-0.02
1016.,-0.02
1017.,-0.02
1018.,-0.0184375
1019.,-0.019375
1020.,-0.01875
1021.,-0.019375
1022.,-0.0196875
1023.,-0.02125
1024.,-0.0190625
1025.,-0.0196875
1026.,-0.019375
1027.,-0.019375
1028.,-0.0196875
1029.,-0.02
1030.,-0.019375
1031.,-0.019375
1032.,-0.019375
1033.,-0.02
1034.,-0.01875
1035.,-0.0196875
1036.,-0.0190625
1037.,-0.02
1038.,-0.02
1039.,-0.019375
1040.,-0.0184375
1041.,-0.019375
1042.,-0.0196875
1043.,-0.0190625
1044.,-0.0196875
1045.,-0.0190625
1046.,-0.0190625
1047.,-0.0190625
1048.,-0.019375
1049.,-0.0203125
1050.,-0.0196875
1051.,-0.0196875
1052.,-0.0196875
1053.,-0.019375
1054.,-0.01875
1055.,-0.0196875
1056.,-0.02
1057.,-0.02
1058.,-0.019375
1059.,-0.0184375
1060.,-0.01875
1061.,-0.02
1062.,-0.020625
1063.,-0.0190625
1064.,-0.0190625
1065.,-0.0190625
1066.,-0.0190625
1067.,-0.019375
1068.,-0.02
1069.,-0.0190625
1070.,-0.0196875
1071.,-0.019375
1072.,-0.0190625
1073.,-0.019375
1074.,-0.0196875
1075.,-0.0196875
1076.,-0.019375
1077.,-0.0190625
1078.,-0.02
1079.,-0.020625
1080.,-0.0190625
1081.,-0.0190625
1082.,-0.019375
1083.,-0.019375
1084.,-0.019375
1085.,-0.0196875
1086.,-0.0190625
1087.,-0.0184375
1088.,-0.0190625
1089.,-0.0196875
1090.,-0.0190625
1091.,-0.019375
1092.,-0.02
1093.,-0.02
1094.,-0.02
1095.,-0.0196875
1096.,-0.019375
1097.,-0.0196875
1098.,-0.019375
1099.,-0.0196875
1100.,-0.02
1101.,-0.0196875
1102.,-0.0190625
1103.,-0.0190625
1104.,-0.02
1105.,-0.0184375
1106.,-0.02
1107.,-0.019375
1108.,-0.019375
1109.,-0.01875
1110.,-0.019375
1111.,-0.0203125
1112.,-0.0190625
